Organism,feature_number,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,Experiment,Replicate,DayNight,variable,value
Porites lobata,16084,1063,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,1340264.2166054673
Porites lobata,16084,1063,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Porites lobata,16084,1063,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,873510.8517578188
Porites lobata,16084,1063,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,4763955.048945303
Porites lobata,16088,37,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Porites lobata,16088,37,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Porites lobata,16088,37,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1125388.40812498
Porites lobata,16088,37,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,2568187.8244648203
Porites lobata,16123,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,1,Day,TF,0
Porites lobata,16123,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,2,Day,TF,0
Porites lobata,16123,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,3,Day,TF,105456.20739062442
Porites lobata,16123,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,4,Day,TF,503011.3109453148
Porites lobata,16286,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,3019982.300828143
Porites lobata,16286,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,2915056.490453136
Porites lobata,16286,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,3597092.5959375016
Porites lobata,16286,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,1608408.2763046785
Porites lobata,17064,77,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,783242.6787539169
Porites lobata,17064,77,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1894053.457796891
Porites lobata,17064,77,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1049251.2117812524
Porites lobata,17064,77,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,1420284.7194687407
Porites lobata,17843,77,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,602356.1021484525
Porites lobata,17843,77,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,716949.2125429666
Porites lobata,17843,77,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,2299234.214062504
Porites lobata,17843,77,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,161932.0462734379
Porites lobata,18001,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,dorcierr,1,Day,TF,0
Porites lobata,18001,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,dorcierr,2,Day,TF,0
Porites lobata,18001,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,dorcierr,3,Day,TF,0
Porites lobata,18001,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,dorcierr,4,Day,TF,0
Porites lobata,18201,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,18201,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,18201,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,18201,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,187789.8447187474
Porites lobata,18926,582,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,404486.22109375923
Porites lobata,18926,582,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,107973.12126757603
Porites lobata,18926,582,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Porites lobata,18926,582,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,1040589.6235429696
Porites lobata,19610,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Porites lobata,19610,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Porites lobata,19610,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Porites lobata,19610,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Turf,2485,1583,Fatty acid esters,1,subclass,1,Library,dorcierr,1,Day,TF,2168834.818210939
Turf,2485,1583,Fatty acid esters,1,subclass,1,Library,dorcierr,2,Day,TF,927422.7773359219
Turf,2485,1583,Fatty acid esters,1,subclass,1,Library,dorcierr,3,Day,TF,440359.54192971456
Turf,2485,1583,Fatty acid esters,1,subclass,1,Library,dorcierr,4,Day,TF,1188258.602121068
Turf,2496,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,0
Turf,2496,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,0
Turf,2496,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,0
Turf,2496,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,0
Turf,2517,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,154108.9768945325
Turf,2517,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,248411.7256445306
Turf,2517,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,145097.25294531294
Turf,2517,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,87691.47064453005
Turf,2643,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,1,Day,TF,2223107.2343359385
Turf,2643,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,2,Day,TF,1105810.7019999956
Turf,2643,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,3,Day,TF,970337.9612578133
Turf,2643,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,4,Day,TF,535418.8011250119
Turf,3119,1907,Benzenoids,0.6666666666666666,superclass,3,Insilico,dorcierr,1,Day,TF,977379.1384687357
Turf,3119,1907,Benzenoids,0.6666666666666666,superclass,3,Insilico,dorcierr,2,Day,TF,887906.4870312568
Turf,3119,1907,Benzenoids,0.6666666666666666,superclass,3,Insilico,dorcierr,3,Day,TF,804404.2712929702
Turf,3119,1907,Benzenoids,0.6666666666666666,superclass,3,Insilico,dorcierr,4,Day,TF,769870.8317656228
Turf,3214,490,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Turf,3214,490,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Turf,3214,490,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Turf,3214,490,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Turf,3479,1907,Benzenoids,0.6666666666666666,superclass,3,Insilico,dorcierr,1,Day,TF,780614.5784609267
Turf,3479,1907,Benzenoids,0.6666666666666666,superclass,3,Insilico,dorcierr,2,Day,TF,571042.9840390659
Turf,3479,1907,Benzenoids,0.6666666666666666,superclass,3,Insilico,dorcierr,3,Day,TF,716639.6073984382
Turf,3479,1907,Benzenoids,0.6666666666666666,superclass,3,Insilico,dorcierr,4,Day,TF,566174.5515781214
Turf,3836,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,0
Turf,3836,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,0
Turf,3836,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,0
Turf,3836,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,0
Turf,3903,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,1,Day,TF,0
Turf,3903,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,2,Day,TF,125350.9146093757
Turf,3903,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,3,Day,TF,0
Turf,3903,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,4,Day,TF,803026.064531248
Turf,5374,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,1,Day,TF,0
Turf,5374,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,2,Day,TF,121714.4323476586
Turf,5374,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,3,Day,TF,1763478.9627734856
Turf,5374,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,4,Day,TF,0
Turf,5541,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,1,Day,TF,0
Turf,5541,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,2,Day,TF,0
Turf,5541,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,3,Day,TF,318055.62881250365
Turf,5541,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,4,Day,TF,140459.27842968793
Turf,7071,887,"Amino acids, peptides, and analogues",1.1,subclass,5,Insilico,dorcierr,1,Day,TF,0
Turf,7071,887,"Amino acids, peptides, and analogues",1.1,subclass,5,Insilico,dorcierr,2,Day,TF,0
Turf,7071,887,"Amino acids, peptides, and analogues",1.1,subclass,5,Insilico,dorcierr,3,Day,TF,0
Turf,7071,887,"Amino acids, peptides, and analogues",1.1,subclass,5,Insilico,dorcierr,4,Day,TF,0
Turf,7087,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,0
Turf,7087,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,0
Turf,7087,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,0
Turf,7087,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,0
Turf,7092,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,1,Day,TF,0
Turf,7092,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,2,Day,TF,0
Turf,7092,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,3,Day,TF,0
Turf,7092,918,"Amino acids, peptides, and analogues",0.85,subclass,8,Insilico,dorcierr,4,Day,TF,0
Turf,7094,887,"Amino acids, peptides, and analogues",1.1,subclass,5,Insilico,dorcierr,1,Day,TF,0
Turf,7094,887,"Amino acids, peptides, and analogues",1.1,subclass,5,Insilico,dorcierr,2,Day,TF,0
Turf,7094,887,"Amino acids, peptides, and analogues",1.1,subclass,5,Insilico,dorcierr,3,Day,TF,0
Turf,7094,887,"Amino acids, peptides, and analogues",1.1,subclass,5,Insilico,dorcierr,4,Day,TF,0
Turf,11430,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,1,Day,TF,357232.8302656246
Turf,11430,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,2,Day,TF,387546.0414374993
Turf,11430,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,3,Day,TF,669321.8501875028
Turf,11430,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,4,Day,TF,540534.8915605475
Turf,12177,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,TF,996641.3870625058
Turf,12177,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,TF,763210.8506015562
Turf,12177,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,3,Day,TF,833679.7996093766
Turf,12177,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,4,Day,TF,1256107.4948750024
Turf,14888,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,1,Day,TF,2025602.0576562479
Turf,14888,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,2,Day,TF,1389510.8032187251
Turf,14888,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,3,Day,TF,485292.18993751076
Turf,14888,1730,Lipids and lipid-like molecules,0.7,superclass,5,Insilico,dorcierr,4,Day,TF,1071363.2965000046
Turf,20313,37,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Turf,20313,37,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Turf,20313,37,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,7199238.878703106
Turf,20313,37,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
coral,1118,343,Glycerophosphoethanolamines,1,subclass,3,Library,NA,NA,NA,TF,NA
coral,2086,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,2529,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,2658,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,2942,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,2978,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,3078,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,3373,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,3374,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,3487,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,3584,80,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,3635,1306,Lipids and lipid-like molecules,0.7428571428571429,superclass,14,Insilico,NA,NA,NA,TF,NA
coral,3860,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,3962,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,4007,1306,Lipids and lipid-like molecules,0.7428571428571429,superclass,14,Insilico,NA,NA,NA,TF,NA
coral,4136,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,4534,5520,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,NA,NA,NA,TF,NA
coral,7394,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,7580,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,7839,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,8394,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,8411,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,9481,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,NA,NA,NA,TF,NA
coral,9494,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,9557,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,9953,2035,Fatty Acyls,1,class,10,Insilico,NA,NA,NA,TF,NA
coral,10312,80,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,10475,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,NA,NA,NA,TF,NA
coral,10769,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,11148,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,11197,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,11248,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,11320,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,NA,NA,NA,TF,NA
coral,11329,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,11340,2035,Fatty Acyls,1,class,10,Insilico,NA,NA,NA,TF,NA
coral,11403,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,NA,NA,NA,TF,NA
coral,11535,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,11599,80,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,11716,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,NA,NA,NA,TF,NA
coral,11937,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,12519,980,Organic acids and derivatives,0.5416666666666666,superclass,24,Insilico,NA,NA,NA,TF,NA
coral,13043,87,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,13243,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,NA,NA,NA,TF,NA
coral,14057,2938,"Amino acids, peptides, and analogues",1.1,subclass,2,Insilico,NA,NA,NA,TF,NA
coral,14220,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,14222,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,14409,6163,Fatty Acyls,1.1,class,2,Insilico,NA,NA,NA,TF,NA
coral,15198,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,NA,NA,NA,TF,NA
coral,15466,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,NA,NA,NA,TF,NA
coral,15539,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,NA,NA,NA,TF,NA
coral,15740,80,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,15993,37,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,16278,343,Glycerophosphoethanolamines,1,subclass,3,Library,NA,NA,NA,TF,NA
coral,16439,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,NA,NA,NA,TF,NA
coral,17083,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,17292,5082,"Amino acids, peptides, and analogues",1,subclass,1,Library,NA,NA,NA,TF,NA
coral,17318,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,18312,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
coral,18505,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,20306,37,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
coral,20320,17,Fatty amides,1,subclass,1,Library,NA,NA,NA,TF,NA
coral,20722,21,Fatty acid esters,1,subclass,21,Library,NA,NA,NA,TF,NA
Primary producers,4315,3585,Organic nitrogen compounds,0.6714285714285714,superclass,7,Insilico,NA,NA,NA,TF,NA
Primary producers,5055,1370,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
Primary producers,5233,37,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
Primary producers,5411,37,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
Primary producers,6462,37,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
Primary producers,7279,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
Primary producers,7292,80,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
Primary producers,7505,80,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
Primary producers,12738,37,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
Primary producers,17373,37,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
fleshy algae,3493,490,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
fleshy algae,5696,1332,Organic oxygen compounds,0.6,superclass,4,Insilico,NA,NA,NA,TF,NA
fleshy algae,7115,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
fleshy algae,7139,-1,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
fleshy algae,7371,77,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA
CCA,7362,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-1.1410336967231705
CCA,7362,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-0.9793427687257357
CCA,7362,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-0.8793449327311093
CCA,7362,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-0.8232743999056087
CCA,13045,2586,Haloquinolines,1,subclass,1,Library,dorcierr,1,Day,log2_change,-1.3425555982323927
CCA,13045,2586,Haloquinolines,1,subclass,1,Library,dorcierr,2,Day,log2_change,-1.3755023303561895
CCA,13045,2586,Haloquinolines,1,subclass,1,Library,dorcierr,3,Day,log2_change,-0.8463430155913686
CCA,13045,2586,Haloquinolines,1,subclass,1,Library,dorcierr,4,Day,log2_change,-1.012125574190655
CCA,13097,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-3.062912464545562
CCA,13097,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,0.9706419118766588
CCA,13097,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-3.6937915537200334
CCA,13097,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-4.026973639662892
CCA,15601,80,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-4.54676237827037
CCA,15601,80,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-4.115033678392372
CCA,15601,80,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-1.9206447991976894
CCA,15601,80,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-1.3985646004099965
CCA,20210,582,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-0.15653172284519137
CCA,20210,582,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
CCA,20210,582,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-0.30376843680505156
CCA,20210,582,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,0.16518007893612116
Dictyota,2405,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,log2_change,-0.055100215917304844
Dictyota,2405,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,log2_change,-0.41641502567549066
Dictyota,2405,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,log2_change,0.21862483388067183
Dictyota,2405,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,log2_change,2.1243822341370984
Dictyota,3273,4779,Fatty Acyls,1.1,class,2,Insilico,dorcierr,1,Day,log2_change,-3.709737086068302
Dictyota,3273,4779,Fatty Acyls,1.1,class,2,Insilico,dorcierr,2,Day,log2_change,-3.245585308495907
Dictyota,3273,4779,Fatty Acyls,1.1,class,2,Insilico,dorcierr,3,Day,log2_change,-3.759457533464557
Dictyota,3273,4779,Fatty Acyls,1.1,class,2,Insilico,dorcierr,4,Day,log2_change,-2.8206373984044024
Dictyota,3419,1095,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico,dorcierr,1,Day,log2_change,-3.5275409758908376
Dictyota,3419,1095,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico,dorcierr,2,Day,log2_change,-3.8203051818394633
Dictyota,3419,1095,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico,dorcierr,3,Day,log2_change,-2.4666590303408986
Dictyota,3419,1095,"Amino acids, peptides, and analogues",0.9,subclass,5,Insilico,dorcierr,4,Day,log2_change,-3.4823114408837257
Dictyota,3780,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-4.340500738052123
Dictyota,3780,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-5.676231559758553
Dictyota,3780,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-6.11499201625369
Dictyota,3780,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-4.816309875864938
Dictyota,3900,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,log2_change,-5.875053742387878
Dictyota,3900,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,log2_change,-3.6555230877363085
Dictyota,3900,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,log2_change,-3.5950114686408665
Dictyota,3900,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,log2_change,-4.198422582589383
Dictyota,4128,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-5.738356901420506
Dictyota,4128,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-7.010521976375896
Dictyota,4128,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.495027237133867
Dictyota,4128,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.438569398127853
Dictyota,4360,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.5743004722386935
Dictyota,4360,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-4.113741594086135
Dictyota,4360,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-4.724491127744051
Dictyota,4360,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-4.28658630010949
Dictyota,4709,231,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-2.7414441225970694
Dictyota,4709,231,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-3.519266508224042
Dictyota,4709,231,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-3.2238665295486464
Dictyota,4709,231,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-2.862941212547135
Dictyota,4719,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,1,Day,log2_change,0.17170997156925963
Dictyota,4719,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,2,Day,log2_change,0.26119040063141213
Dictyota,4719,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,3,Day,log2_change,0.13676046518725032
Dictyota,4719,1827,Lipids and lipid-like molecules,0.75,superclass,4,Library,dorcierr,4,Day,log2_change,-0.23765069820428597
Dictyota,4977,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,1,Day,log2_change,-5.644246306434768
Dictyota,4977,336,"Amino acids, peptides, and analogues",1,subclass,1,Library,dorcierr,2,Day,log2_change,-6.38463922668289
