feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,benthic_exudate,microbial_accumulite,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,exudate_type,lability
9693,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.91,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Bad quality,18,31,1,3,1,0,-1.5,103.05,3,N/A,uncharacterized,background,background,Night,NA,NA,0.002087883404026793,NA,NA,1,Pocillopora verrucosa,labile
971,324,Phenylpropanoids and polyketides#Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,20,35,1,8,0,0,-0.7999999999999998,83.1,3,N/A,CHON,background,background,Night,NA,NA,3.0435407797072978e-5,NA,NA,1,Pocillopora verrucosa,labile
9953,2035,Adipoyl-L-carnitine,2,Carbonyl compounds,0.95,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,16,29,1,6,0,0,-0.875,85.2375,2,"InChI=1S/C13H23NO6/c1-14(2,3)9-10(8-12(17)18)20-13(19)7-5-4-6-11(15)16/h10H,4-9H2,1-3H3,(H-,15,16,17,18)/t10-/m1/s1",CHON,background,background,Night,NA,NA,NA,0.04766366619579993,NA,1,Porites lobata,labile
1001,193,"2S-Amino-4E-pentadecene-1,3R-diol",2,Alcohols and polyols,0.95,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,18,35,1,2,0,0,-1.5555555555555554,104.63333333333333,2,"InChI=1S/C15H31NO2/c1-2-3-4-5-6-7-8-9-10-11-12-15(18)14(16)13-17/h11-12,14-15,17-18H,2-10,13,16H2,1H3/b12-11+/t14-,15?/m0/s1",CHON,background,background,Day,NA,1.8546895379429218e-4,0.0011617431468057098,NA,NA,2,Cosmo,labile
10155,17,N-Oleoyltaurine,1,Carboxylic acid derivatives,0.9,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,23,35,1,4,0,0,-1.0434782608695654,90.0391304347826,1,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",CHON,background,background,Day,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile
10205,155,Creatinol,2,Amino acids,0.8,CHEMONTID:0004176,6,CHEMONTID:0000347,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347;CHEMONTID:0004176,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids,NA,NA,Good,11,21,3,2,0,0,-0.7272727272727275,81.02727272727273,2,"InChI=1S/C4H11N3O/c1-7(2-3-8)4(5)6/h8H,2-3H2,1H3,(H3,5,6)",CHON,background,background,Day,NA,NA,0.008803570570406464,NA,NA,1,Pocillopora verrucosa,labile
10266,637,Simvastatin 4'-methyl ether,2,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,23,36,0,4,0,0,-1.2173913043478262,94.99565217391304,2,"InChI=1S/C26H40O5/c1-7-26(4,5)25(28)31-22-13-16(2)12-18-9-8-17(3)21(24(18)22)11-10-19-14-20(29-6)15-23(27)30-19/h8-9,12,16-17,19-22,24H,7,10-11,13-15H2,1-6H3/t16-,17-,19+,20+,21-,22-,24-/m0/s1",CHO,background,background,Day,NA,NA,0.01082357218489252,NA,NA,1,Pocillopora verrucosa,labile
10310,431,Organoheterocyclic compounds#Phenylpropanoids and polyketides,3,6-aminopurines,1,CHEMONTID:0002987,5,CHEMONTID:0000245,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001797;CHEMONTID:0000245;CHEMONTID:0002987,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-aminopurines,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Day,NA,7.391396950734484e-4,NA,NA,NA,1,Dictyota,labile
10597,480,7-Hydroxycoumarinyl .gamma.-linolenate,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,22,34,2,6,0,0,-0.7272727272727275,81.02727272727273,1,"InChI=1S/C27H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-26(28)30-24-20-18-23-19-21-27(29)31-25(23)22-24/h6-7,9-10,12-13,18-22H,2-5,8,11,14-17H2,1H3/b7-6-,10-9-,13-12-",CHON,background,background,Day,NA,0.014253425331455476,NA,NA,NA,1,Dictyota,labile
10634,-1,Primary amines,N/A,Primary amines,0.99,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Low probability,10,37,16,4,0,0,1.9,6.149999999999999,3,N/A,uncharacterized,background,background,Day,NA,0.03021952624830559,NA,NA,NA,1,Dictyota,labile
10671,21,"trans-2-Butene-1,4-dicarboxylic acid",2,Amines,0.96,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,14,27,1,4,0,0,-1.1428571428571432,92.87142857142858,2,"InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1-2H,3-4H2,(H,7,8)(H,9,10)/b2-1+",CHON,background,background,Day,NA,0.03441203918405185,NA,NA,NA,1,Dictyota,labile
10691,1291,Spectral Match to N-Lauroylsarcosine from NIST14,2,Alcohols and polyols,0.92,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,17,33,1,5,0,0,-1.1764705882352944,93.8294117647059,2,N/A,CHON,background,background,Day,NA,NA,NA,0.013266220355133484,NA,1,Porites lobata,labile
10696,-1,Cytochalasin D,2,Methyl esters,0.96,CHEMONTID:0003416,6,CHEMONTID:0001238,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093;CHEMONTID:0001238;CHEMONTID:0003416,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid esters,Methyl esters,NA,NA,Low probability,16,19,2,2,0,0,-0.5625,76.33125,2,"InChI=1S/C30H37NO6/c1-17-10-9-13-22-26(33)19(3)18(2)25-23(16-21-11-7-6-8-12-21)31-28(35)30(22,25)24(37-20(4)32)14-15-29(5,36)27(17)34/h6-9,11-15,17-18,22-26,33,36H,3,10,16H2,1-2,4-5H3,(H,31,35)/b13-9+,15-14+/t17-,18+,22-,23-,24+,25-,26+,29+,30+/m0/s1",uncharacterized,background,background,Day,NA,2.246032733538396e-5,NA,NA,NA,1,Dictyota,labile
10728,1969,Monocarboxylic acids and derivatives,N/A,Monocarboxylic acids and derivatives,0.82,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,Low probability,23,43,2,3,0,0,-1.3478260869565215,98.71304347826086,3,N/A,uncharacterized,background,background,Day,NA,NA,0.0026532719575048957,NA,NA,1,Pocillopora verrucosa,labile
10755,1969,Carbonyl compounds,N/A,Carbonyl compounds,0.86,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,18,43,4,5,0,0,-1.166666666666667,93.55000000000001,3,N/A,CHON,background,background,Day,NA,NA,0.0031310549598449772,NA,NA,1,Pocillopora verrucosa,labile
10797,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,30,0,8,0,0,-0.7777777777777777,82.46666666666667,3,N/A,CHO,background,background,Day,0.00885396450594092,NA,NA,NA,NA,1,CCA,labile
10801,-1,"5-Oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,13,19,1,2,0,0,-0.9230769230769234,86.6076923076923,2,N/A,CHON,background,background,Day,NA,0.0037942407832393956,NA,NA,NA,1,Dictyota,labile
10839,1018,MoNA:843845 Decacarboxy sulfophenyl carboxylic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C16H24O5S/c17-16(18)9-7-5-3-1-2-4-6-8-14-10-12-15(13-11-14)22(19,20)21/h10-13H,1-9H2,(H,17,18)(H,19,20,21)",uncharacterized,background,background,Day,NA,NA,5.742443718604739e-10,NA,NA,1,Pocillopora verrucosa,labile
10993,-1,Tetranorprostaglandin J2,2,"1,2-aminoalcohols",0.91,CHEMONTID:0001897,6,CHEMONTID:0002460,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002460;CHEMONTID:0001897,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,"1,2-aminoalcohols",NA,NA,Good,16,35,1,2,0,0,-1.75,110.175,2,"InChI=1S/C16H22O6/c17-12(3-1-2-4-15(19)20)7-8-13-11(5-9-14(13)18)6-10-16(21)22/h5,9,11,13H,1-4,6-8,10H2,(H,19,20)(H,21,22)/t11-,13-/m1/s1",CHON,background,background,Day,NA,NA,0.006555036449409242,NA,0.02046969168883387,2,Cosmo,labile
11073,80,Organic acids and derivatives,3,Primary amines,0.81,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Day,NA,NA,3.448531472361194e-4,NA,NA,1,Pocillopora verrucosa,labile
11076,-1,N.epsilon.-Methyl-L-lysine,2,Amines,0.98,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,15,30,2,3,0,0,-1.2000000000000002,94.5,2,"InChI=1S/C7H16N2O2/c1-9-5-3-2-4-6(8)7(10)11/h6,9H,2-5,8H2,1H3,(H,10,11)",CHON,background,background,Day,NA,NA,NA,NA,0.012852902722735534,1,Turf,labile
11091,21,Fastigilin B,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,33,1,6,0,0,-1,88.8,2,"InChI=1S/C20H26O6/c1-9(2)8-14(22)25-18-15-11(4)19(24)26-17(15)16(23)10(3)12-6-7-13(21)20(12,18)5/h6-8,10-12,15-18,23H,1-5H3/t10-,11-,12-,15+,16+,17-,18-,20-/m0/s1",CHON,background,background,Day,NA,NA,0.039097504506104275,0.04238217898049791,NA,2,Coral,labile
11124,21,3-Hydroxyoleylcarnitine,2,Carboxylic acid derivatives,0.97,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,20,37,1,5,0,0,-1.2000000000000002,94.5,2,N/A,CHON,background,background,Day,NA,NA,0.001126542118958989,NA,NA,1,Pocillopora verrucosa,labile
11130,1704,Spectral Match to Acetyl-L-carnitine from NIST14,2,Carbonyl compounds,0.86,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,20,39,1,6,0,0,-1.2000000000000002,94.5,2,N/A,CHON,background,background,Day,NA,NA,1.1329019444255641e-5,NA,NA,1,Pocillopora verrucosa,labile
11148,21,Fastigilin B,2,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,41,1,5,0,0,-1.333333333333333,98.29999999999998,2,"InChI=1S/C20H26O6/c1-9(2)8-14(22)25-18-15-11(4)19(24)26-17(15)16(23)10(3)12-6-7-13(21)20(12,18)5/h6-8,10-12,15-18,23H,1-5H3/t10-,11-,12-,15+,16+,17-,18-,20-/m0/s1",CHON,background,background,Day,NA,NA,0.017282517899751496,NA,NA,1,Pocillopora verrucosa,labile
11154,7,Alcohols and polyols,N/A,Alcohols and polyols,0.89,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,26,49,1,8,0,0,-1.1538461538461542,93.1846153846154,3,N/A,CHON,background,background,Day,NA,NA,5.426349707981497e-4,NA,NA,1,Pocillopora verrucosa,labile
11155,21,3-Hydroxyhexadecanoylcarnitine,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,23,45,1,5,0,0,-1.391304347826087,99.95217391304348,1,"InChI=1S/C23H45NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)17-23(28)29-21(18-22(26)27)19-24(2,3)4/h20-21,25H,5-19H2,1-4H3/t20?,21-/m1/s1",CHON,background,background,Day,NA,NA,2.9597300041693566e-12,NA,NA,1,Pocillopora verrucosa,labile
11169,17,N-Oleoyltaurine,2,Carbonyl compounds,0.91,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,21,31,1,4,0,0,-0.9523809523809526,87.44285714285715,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",CHON,background,background,Day,NA,NA,4.161985697633138e-9,NA,NA,1,Pocillopora verrucosa,labile
11173,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,24,40,0,4,0,0,-1.333333333333333,98.29999999999998,3,N/A,CHO,background,background,Day,0.006337770346975993,0.008442269333426362,0.009822018714580417,0.009285092572867958,NA,4,Primary Producers,labile
1118,343,O-Arachidonoylglycidol,2,Dialkyl phosphates,1,CHEMONTID:0003459,6,CHEMONTID:0003457,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457;CHEMONTID:0003459,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,Dialkyl phosphates,NA,NA,Good,25,44,1,7,1,0,-1.2800000000000002,96.78,2,"InChI=1S/C23H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(24)26-21-22-20-25-22/h6-7,9-10,12-13,15-16,22H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-",CHONP,background,background,Day,NA,NA,1.374269915104822e-10,NA,NA,1,Pocillopora verrucosa,labile
11190,1153,3-Hydroxyacetaminophen,2,Carboxylic acid derivatives,0.96,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,14,19,1,2,0,0,-0.8571428571428568,84.72857142857141,2,"InChI=1S/C8H9NO3/c1-5(10)9-6-2-3-7(11)8(12)4-6/h2-4,11-12H,1H3,(H,9,10)",CHON,background,background,Day,NA,NA,0,2.2839804122061957e-12,NA,2,Coral,labile
11197,21,Linoleoylcarnitine,2,Carboxylic acid derivatives,0.9,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,39,1,5,0,0,-1.2380952380952381,95.58571428571429,2,"InChI=1S/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1",CHON,background,background,Day,NA,NA,6.986962715855007e-7,0.014274919341591738,NA,2,Coral,labile
11247,21,3-Hydroxyhexadecanoylcarnitine,1,Carbonyl compounds,0.85,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,23,45,1,5,0,0,-1.391304347826087,99.95217391304348,1,"InChI=1S/C23H45NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)17-23(28)29-21(18-22(26)27)19-24(2,3)4/h20-21,25H,5-19H2,1-4H3/t20?,21-/m1/s1",CHON,background,background,Day,NA,NA,1.4592358539731152e-5,NA,NA,1,Pocillopora verrucosa,labile
11248,21,Palmitoyl-L-carnitine,2,Amines,0.83,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,18,33,2,2,0,0,-1.2777777777777777,96.71666666666667,2,"InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1",uncharacterized,background,background,Day,NA,NA,0.014375967458218989,0.028670859834448198,NA,2,Coral,labile
11256,21,L-Arachidonoylcarnitine,2,Carbonyl compounds,0.83,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,23,48,2,5,1,0,-1.608695652173913,106.14782608695651,2,N/A,CHONP,background,background,Day,NA,NA,0.002017345409335254,NA,NA,1,Pocillopora verrucosa,labile
11259,-1,Amines,N/A,Amines,0.88,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,18,35,1,5,0,0,-1.2222222222222223,95.13333333333333,3,N/A,CHON,background,background,Day,NA,NA,2.1521665979138682e-4,0.006022377172843237,NA,2,Coral,labile
11260,2117,Benzenoids#Organic acids and derivatives,3,Monoalkylamines,0.96,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Low probability,20,40,1,6,1,0,-1.5,103.05,3,N/A,uncharacterized,background,background,Day,NA,NA,0.01952187791453353,NA,NA,1,Pocillopora verrucosa,labile
11263,17,N-Oleoyltaurine,2,Carbonyl compounds,0.86,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,21,31,1,4,0,0,-0.9523809523809526,87.44285714285715,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",CHON,background,background,Day,NA,NA,8.670081906105559e-6,NA,NA,1,Pocillopora verrucosa,labile
11299,21,L-Arachidonoylcarnitine,2,Carbonyl compounds,0.82,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,21,39,1,6,0,0,-1.1428571428571432,92.87142857142858,2,N/A,CHON,background,background,Day,NA,NA,1.971097072333489e-12,NA,NA,1,Pocillopora verrucosa,labile
11320,131,Lipids and lipid-like molecules#Organic acids and derivatives,3,Alpha amino acids and derivatives,1,CHEMONTID:0000060,6,CHEMONTID:0000347,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347;CHEMONTID:0000060,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,NA,NA,Good,22,32,4,12,0,0,0.18181818181818166,55.11818181818182,3,N/A,CHON,background,background,Day,NA,NA,0.001323764629887892,1.6087114435008273e-4,NA,2,Coral,labile
11329,21,Oleoyl-L-carnitine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,40,6,1,1,0,-1.3888888888888893,99.88333333333334,2,"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-/t23-/m1/s1",CHONP,background,background,Day,NA,NA,3.0755740618436214e-5,8.237863735931683e-5,NA,2,Coral,labile
11340,2035,Benzenoids,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Day,NA,NA,NA,5.269853909032544e-4,NA,1,Porites lobata,labile
11350,21,3-Hydroxyoleylcarnitine,2,Primary amines,0.98,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Good,9,35,14,3,0,0,1.4444444444444446,19.133333333333326,2,N/A,CHON,background,background,Day,NA,NA,5.267077324156484e-8,NA,NA,1,Pocillopora verrucosa,labile
11373,198,"9-Hydroperoxy-10E,12Z,15Z-octadecatrienoic acid",2,Carbonyl compounds,0.95,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,19,36,0,6,0,0,-1.2631578947368425,96.30000000000001,2,"InChI=1S/C18H30O4/c1-2-3-4-5-6-8-11-14-17(22-21)15-12-9-7-10-13-16-18(19)20/h3-4,6,8,11,14,17,21H,2,5,7,9-10,12-13,15-16H2,1H3,(H,19,20)/b4-3-,8-6-,14-11+/t17-/m1/s1",CHO,background,background,Day,NA,NA,0.018445611443186894,NA,NA,1,Pocillopora verrucosa,labile
11404,198,"9-Oxo-11.alpha.,16R-dihydroxy-17-cyclobutyl-5Z,13E-dien-1-oic acid",2,Carbonyl compounds,0.85,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,19,38,0,5,0,0,-1.473684210526316,102.30000000000001,2,"InChI=1S/C23H36O5/c1-2-13-23(14-8-15-23)21(26)11-7-10-18-17(19(24)16-20(18)25)9-5-3-4-6-12-22(27)28/h3,5,7,10,17-18,20-21,25-26H,2,4,6,8-9,11-16H2,1H3,(H,27,28)/b5-3-,10-7+/t17?,18-,20?,21-/m1/s1",CHO,background,background,Day,NA,NA,0.015283213906425607,NA,NA,1,Pocillopora verrucosa,labile
11466,709,DL-Threonine methyl ester,2,Carbonyl compounds,0.96,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,11,21,1,4,0,0,-0.9090909090909092,86.2090909090909,2,"InChI=1S/C5H11NO3/c1-3(7)4(6)5(8)9-2/h3-4,7H,6H2,1-2H3",CHON,background,background,Day,NA,NA,0.003429216836275638,NA,NA,1,Pocillopora verrucosa,labile
